,Close
0,13.75
1,14.00
2,14.38
3,14.88
4,15.13
5,14.88
6,14.75
7,14.88
8,14.75
9,14.88
10,14.88
11,15.50
12,15.25
13,15.75
14,15.38
15,15.63
16,16.25
17,16.50
18,17.13
19,15.88
20,15.75
21,14.63
22,15.13
23,15.13
24,15.25
25,15.25
26,15.13
27,15.50
28,15.38
29,15.25
30,16.75
31,17.00
32,17.25
33,17.50
34,18.56
35,19.00
36,18.75
37,18.75
38,19.94
39,19.81
40,19.50
41,19.63
42,19.25
43,18.88
44,19.25
45,20.25
46,22.06
47,21.13
48,22.25
49,21.56
50,22.00
51,20.63
52,20.25
53,20.88
54,20.75
55,20.38
56,20.50
57,19.88
58,22.00
59,21.13
60,21.88
61,21.63
62,20.25
63,20.25
64,20.25
65,21.00
66,21.25
67,22.25
68,22.19
69,21.50
70,21.69
71,22.25
72,22.25
73,24.50
74,24.13
75,24.38
76,24.88
77,24.75
78,24.00
79,23.94
80,23.81
81,23.00
82,23.50
83,23.94
84,23.63
85,22.50
86,24.00
87,23.00
88,23.63
89,23.38
90,22.25
91,21.38
92,19.75
93,19.00
94,19.13
95,17.00
96,16.38
97,16.88
98,17.50
99,16.94
100,14.88
101,15.88
102,17.25
103,18.00
104,18.56
105,18.38
106,18.75
107,18.50
108,18.75
109,18.75
110,17.38
111,16.88
112,17.25
113,18.06
114,18.25
115,18.50
116,18.50
117,18.25
118,18.00
119,18.38
120,18.56
121,18.38
122,18.63
123,18.75
124,18.25
125,18.00
126,17.38
127,16.94
128,17.63
129,18.63
130,17.50
131,17.50
132,17.75
133,17.88
134,17.88
135,17.94
136,17.88
137,18.06
138,17.88
139,17.75
140,18.06
141,18.38
142,18.00
143,18.06
144,17.38
145,17.00
146,16.88
147,16.38
148,16.13
149,16.63
150,15.63
151,15.13
152,15.19
153,14.88
154,14.69
155,15.25
156,15.56
157,15.94
158,17.50
159,17.00
160,16.25
161,15.13
162,14.06
163,14.88
164,15.75
165,15.75
166,15.00
167,15.00
168,15.25
169,14.56
170,14.25
171,13.63
172,13.88
173,13.63
174,12.38
175,12.50
176,12.25
177,12.13
178,11.75
179,12.50
180,12.13
181,12.75
182,13.13
183,13.38
184,13.06
185,12.88
186,13.13
187,14.75
188,14.13
189,13.88
190,14.00
191,14.13
192,14.25
193,14.50
194,15.25
195,14.38
196,16.38
197,16.63
198,17.13
199,17.50
200,18.00
201,19.00
202,18.63
203,19.25
204,20.63
205,19.50
206,18.38
207,18.50
208,18.38
209,18.50
210,18.63
211,18.38
212,18.75
213,17.94
214,18.94
215,19.88
216,20.63
217,22.00
218,21.25
219,21.94
220,21.25
221,21.00
222,22.00
223,22.50
224,23.65
225,24.70
226,24.30
227,24.30
228,24.25
229,23.70
230,23.09
231,22.99
232,22.30
233,21.25
234,20.90
235,20.65
236,21.20
237,20.75
238,21.45
239,21.15
240,22.00
241,21.90
242,22.30
243,22.69
244,22.10
245,22.00
246,21.80
247,23.50
248,23.25
249,24.18
250,25.26
251,24.70
252,24.49
253,23.31
254,21.60
255,20.60
256,22.75
257,23.80
258,23.35
259,23.00
260,23.00
261,22.80
262,22.80
263,22.85
264,22.50
265,23.50
266,23.90
267,23.90
268,23.95
269,23.90
270,24.01
271,23.70
272,24.10
273,24.00
274,24.00
275,23.70
276,24.10
277,24.00
278,24.80
279,25.60
280,25.20
281,25.20
282,24.75
283,26.55
284,28.15
285,28.30
286,28.30
287,28.08
288,28.75
289,28.84
290,28.70
