,Close
0,12.50
1,12.19
2,11.88
3,11.63
4,11.25
5,12.75
6,14.50
7,13.00
8,13.50
9,8.00
10,9.00
11,10.00
12,9.25
13,9.00
14,9.25
15,8.63
16,8.38
17,8.00
18,8.50
19,8.25
20,8.00
21,6.88
22,6.88
23,6.50
24,5.63
25,6.88
26,6.38
27,6.50
28,8.00
29,8.00
30,9.13
31,8.63
32,7.88
33,7.25
34,8.25
35,8.25
36,8.38
37,8.13
38,8.13
39,7.13
40,8.38
41,9.63
42,11.00
43,10.88
44,10.00
45,9.75
46,9.88
47,9.50
48,7.88
49,9.88
50,10.38
51,9.50
52,9.00
53,8.75
54,8.00
55,7.88
56,7.75
57,7.88
58,7.56
59,7.13
60,7.25
61,7.44
62,7.75
63,8.38
64,8.63
65,9.25
66,9.00
67,8.38
68,8.50
69,8.50
70,9.25
71,10.13
72,10.13
73,10.31
74,9.50
75,10.06
76,11.50
77,10.25
78,10.63
79,11.31
80,10.25
81,10.00
82,9.88
83,9.31
84,10.25
85,9.88
86,10.63
87,10.25
88,10.75
89,10.00
90,9.25
91,8.88
92,8.13
93,8.31
94,8.63
95,7.13
96,6.88
97,6.88
98,7.00
99,7.25
100,6.63
101,6.00
102,7.13
103,7.00
104,7.50
105,7.81
106,8.63
107,9.88
108,9.75
109,10.38
110,10.56
111,10.44
112,10.75
113,10.38
114,10.25
115,10.38
116,9.25
117,9.13
118,8.81
119,7.88
120,8.00
121,8.00
122,7.50
123,7.81
124,7.75
125,6.88
126,7.25
127,7.25
128,7.63
129,9.13
130,8.50
131,8.63
132,8.69
133,9.25
134,8.88
135,9.75
136,9.13
137,9.56
138,9.94
139,10.06
140,10.25
141,10.34
142,9.38
143,9.88
144,10.31
145,10.31
146,9.00
147,9.81
148,9.50
149,9.56
150,10.00
151,9.50
152,9.00
153,9.00
154,9.00
155,9.00
156,8.75
157,9.00
158,9.06
159,9.06
160,9.44
161,11.00
162,11.00
163,11.00
164,11.06
165,10.81
166,10.38
167,9.88
168,11.00
169,10.75
170,12.56
171,12.44
172,13.50
173,13.13
174,14.00
175,12.81
176,9.88
177,11.00
178,10.81
179,10.00
180,9.44
181,10.94
182,10.13
183,10.00
184,10.63
185,10.81
186,11.00
187,12.00
188,11.31
189,11.25
190,11.50
191,11.63
192,11.75
193,12.00
194,10.75
195,10.06
196,10.13
197,10.50
198,10.00
199,10.31
200,11.00
201,11.50
202,11.75
203,12.31
204,11.88
205,12.00
206,11.88
207,11.00
208,11.63
209,11.50
210,10.25
211,10.25
212,10.19
213,9.44
214,9.88
215,9.75
216,10.00
217,11.94
218,10.19
219,11.94
220,10.63
221,10.63
222,13.63
223,12.69
224,11.50
225,11.00
226,12.38
227,13.13
228,12.38
229,12.50
230,11.81
231,12.62
232,12.75
233,13.89
234,13.50
235,15.16
236,13.70
237,15.40
238,14.78
239,14.89
240,16.25
241,15.45
242,15.79
243,16.00
244,15.81
245,16.50
246,17.46
247,19.15
248,18.21
249,18.60
250,18.63
251,19.00
252,18.89
253,18.90
254,16.90
255,15.40
256,17.82
257,18.80
258,18.40
259,18.90
260,20.99
261,22.23
262,24.25
263,21.25
264,23.10
265,25.54
266,27.00
267,27.25
268,27.73
269,24.08
270,26.50
271,25.54
272,24.49
273,22.99
274,22.50
275,25.13
276,23.17
277,23.15
278,24.10
279,23.91
280,25.88
281,25.44
282,24.57
283,24.99
284,26.15
285,25.97
286,25.06
287,25.69
288,26.99
289,27.70
290,26.40
