,Close
0,14.44
1,15.00
2,14.63
3,15.13
4,16.75
5,16.38
6,15.50
7,16.31
8,17.25
9,18.25
10,19.13
11,17.88
12,18.25
13,17.63
14,18.13
15,17.50
16,17.25
17,17.00
18,18.63
19,18.50
20,17.38
21,17.38
22,16.63
23,16.75
24,16.00
25,16.50
26,17.00
27,16.75
28,17.00
29,17.88
30,17.50
31,16.38
32,16.25
33,14.25
34,15.00
35,15.50
36,15.50
37,15.75
38,16.00
39,16.25
40,17.25
41,17.50
42,16.38
43,16.25
44,16.75
45,16.56
46,14.50
47,17.00
48,16.38
49,15.50
50,15.81
51,15.25
52,16.00
53,14.75
54,15.00
55,15.25
56,15.13
57,14.88
58,13.94
59,13.13
60,13.50
61,13.00
62,12.25
63,14.50
64,12.56
65,16.00
66,17.25
67,17.38
68,17.13
69,16.88
70,17.50
71,16.63
72,14.75
73,15.00
74,14.53
75,15.25
76,18.00
77,17.13
78,16.25
79,14.63
80,14.38
81,14.63
82,15.00
83,15.75
84,15.00
85,15.00
86,14.75
87,14.81
88,13.13
89,13.81
90,13.63
91,11.88
92,13.00
93,12.13
94,9.88
95,10.00
96,10.88
97,10.50
98,10.63
99,10.75
100,9.50
101,8.38
102,10.00
103,9.81
104,9.88
105,9.00
106,8.63
107,8.75
108,8.25
109,8.44
110,8.63
111,9.00
112,9.31
113,9.13
114,6.13
115,9.25
116,9.00
117,9.00
118,7.63
119,6.88
120,5.56
121,4.75
122,4.19
123,5.88
124,7.00
125,5.69
126,6.19
127,5.56
128,6.75
129,7.63
130,7.25
131,8.63
132,8.13
133,7.38
134,6.63
135,6.88
136,6.19
137,6.50
138,6.19
139,7.56
140,8.63
141,8.63
142,10.50
143,10.38
144,10.06
145,11.00
146,10.25
147,10.00
148,10.31
149,9.94
150,10.00
151,9.75
152,11.25
153,10.63
154,10.25
155,9.25
156,9.25
157,10.25
158,10.00
159,10.00
160,9.75
161,10.25
162,12.13
163,12.88
164,15.13
165,15.38
166,16.13
167,14.75
168,14.75
169,14.06
170,13.03
171,15.00
172,15.56
173,14.00
174,13.00
175,12.88
176,13.88
177,13.75
178,14.38
179,15.19
180,14.25
181,14.13
182,14.13
183,13.94
184,13.88
185,11.50
186,10.19
187,11.00
188,11.19
189,12.38
190,13.56
191,12.56
192,13.44
193,13.00
194,13.13
195,13.19
196,13.00
197,12.69
198,11.88
199,12.38
200,13.06
201,13.06
202,12.69
203,12.50
204,12.56
205,12.56
206,11.56
207,9.19
208,8.88
209,8.88
210,7.88
211,7.50
212,7.25
213,7.03
214,8.13
215,8.38
216,8.38
217,11.25
218,10.31
219,10.94
220,11.06
221,11.00
222,14.25
223,15.13
224,13.63
225,13.69
226,14.81
227,16.06
228,15.88
229,13.81
230,15.19
231,18.21
232,20.05
233,20.98
234,21.35
235,20.80
236,21.07
237,19.95
238,19.55
239,21.85
240,19.05
241,18.30
242,16.05
243,17.50
244,18.33
245,18.80
246,17.78
247,18.00
248,16.81
249,14.93
250,15.05
251,16.79
252,16.92
253,14.50
254,13.30
255,8.05
256,9.92
257,9.96
258,11.10
259,10.04
260,9.75
261,9.33
262,10.40
263,10.92
264,11.50
265,13.99
266,13.90
267,13.91
268,14.50
269,13.37
270,14.90
271,13.46
272,14.45
273,12.40
274,11.86
275,11.75
276,11.70
277,11.15
278,13.45
279,13.71
280,13.95
281,14.82
282,15.97
283,16.16
284,16.59
285,15.82
286,15.02
287,15.89
288,16.19
289,15.11
290,15.22
