,Close
0,24.00
1,27.25
2,27.25
3,27.00
4,26.63
5,26.50
6,26.50
7,25.75
8,27.88
9,27.00
10,28.00
11,28.25
12,29.63
13,29.75
14,29.88
15,29.75
16,30.75
17,30.75
18,32.50
19,32.63
20,31.75
21,29.88
22,32.13
23,31.75
24,30.63
25,31.00
26,32.50
27,33.13
28,33.38
29,33.25
30,33.25
31,33.88
32,34.63
33,35.00
34,35.00
35,34.19
36,34.88
37,34.69
38,36.63
39,37.06
40,36.50
41,37.00
42,38.19
43,37.50
44,36.56
45,33.50
46,34.94
47,36.31
48,37.06
49,36.63
50,37.19
51,37.69
52,37.88
53,38.56
54,39.31
55,39.56
56,40.94
57,40.63
58,41.06
59,37.19
60,37.44
61,36.56
62,33.44
63,33.88
64,34.25
65,34.69
66,36.44
67,36.13
68,36.88
69,37.00
70,37.25
71,38.56
72,38.50
73,37.88
74,36.25
75,37.13
76,37.94
77,37.69
78,37.50
79,37.13
80,37.69
81,37.25
82,38.50
83,38.44
84,39.25
85,38.44
86,37.94
87,37.44
88,35.88
89,35.13
90,34.94
91,32.50
92,31.94
93,33.44
94,31.88
95,30.00
96,29.69
97,29.44
98,29.88
99,29.50
100,31.88
101,32.63
102,31.38
103,31.25
104,31.81
105,31.50
106,31.13
107,31.00
108,30.56
109,30.75
110,28.44
111,29.25
112,28.56
113,25.63
114,25.75
115,25.44
116,25.25
117,25.31
118,28.56
119,29.44
120,29.44
121,30.00
122,32.13
123,32.25
124,31.63
125,31.00
126,30.56
127,27.94
128,30.00
129,29.31
130,29.50
131,30.00
132,30.06
133,30.69
134,31.38
135,33.25
136,32.94
137,29.38
138,29.00
139,28.88
140,30.94
141,31.44
142,31.31
143,31.94
144,31.44
145,31.38
146,31.25
147,30.25
148,30.38
149,29.75
150,29.81
151,29.63
152,28.56
153,28.13
154,27.06
155,25.63
156,26.44
157,26.06
158,26.50
159,26.00
160,26.19
161,27.94
162,27.13
163,27.75
164,29.00
165,26.88
166,26.25
167,26.50
168,26.25
169,26.13
170,26.63
171,26.94
172,26.38
173,26.50
174,25.94
175,26.56
176,26.88
177,26.88
178,28.06
179,30.00
180,30.19
181,29.31
182,30.25
183,29.44
184,30.06
185,29.50
186,30.25
187,29.81
188,29.69
189,28.31
190,30.00
191,31.88
192,31.13
193,31.75
194,31.88
195,31.69
196,31.56
197,30.88
198,31.38
199,31.75
200,32.31
201,31.69
202,29.19
203,30.56
204,29.94
205,29.00
206,28.50
207,27.44
208,28.81
209,30.50
210,28.56
211,28.00
212,28.63
213,30.31
214,29.44
215,28.38
216,28.50
217,30.00
218,28.69
219,30.88
220,33.56
221,31.61
222,31.90
223,31.87
224,31.15
225,31.65
226,32.55
227,32.57
228,29.49
229,28.01
230,28.07
231,29.25
232,29.76
233,29.98
234,33.60
235,32.65
236,33.50
237,33.30
238,31.30
239,32.78
240,33.39
241,35.01
242,41.40
243,38.12
244,35.35
245,35.90
246,34.95
247,34.36
248,32.70
249,33.80
250,36.72
251,37.51
252,37.95
253,34.94
254,29.51
255,33.67
256,32.10
257,28.00
258,27.78
259,29.25
260,31.40
261,32.30
262,31.30
263,32.66
264,32.18
265,34.11
266,34.40
267,33.83
268,32.00
269,32.20
270,31.80
271,33.45
272,33.25
273,35.05
274,33.05
275,34.00
276,32.30
277,33.85
278,35.30
279,35.30
280,37.49
281,38.70
282,38.45
283,36.65
284,35.57
285,36.55
286,39.16
287,39.00
288,37.68
289,36.50
290,36.10
