,Close
0,24.63
1,24.25
2,17.13
3,18.88
4,18.00
5,18.50
6,17.13
7,14.38
8,13.13
9,12.75
10,13.25
11,14.25
12,15.75
13,14.75
14,13.25
15,13.00
16,12.50
17,12.88
18,12.00
19,12.13
20,13.00
21,11.75
22,11.63
23,10.13
24,10.25
25,10.63
26,12.63
27,13.75
28,14.63
29,14.75
30,14.00
31,12.88
32,12.00
33,11.00
34,11.13
35,12.25
36,12.63
37,12.00
38,13.13
39,14.50
40,14.00
41,14.00
42,14.63
43,15.50
44,16.50
45,16.88
46,16.50
47,16.19
48,15.38
49,17.88
50,17.75
51,15.50
52,14.75
53,15.00
54,13.50
55,12.38
56,13.25
57,13.63
58,12.25
59,10.63
60,10.88
61,11.06
62,10.44
63,10.63
64,10.50
65,11.00
66,10.88
67,10.88
68,10.75
69,10.44
70,10.00
71,10.13
72,11.25
73,11.06
74,10.16
75,10.81
76,13.13
77,12.50
78,12.63
79,12.88
80,12.00
81,10.50
82,10.38
83,9.88
84,9.25
85,9.06
86,11.75
87,10.25
88,10.44
89,10.50
90,9.25
91,9.75
92,10.50
93,11.13
94,11.81
95,9.75
96,9.75
97,10.88
98,12.00
99,10.38
100,9.13
101,10.25
102,10.50
103,11.00
104,10.75
105,10.50
106,10.13
107,10.75
108,10.13
109,9.50
110,9.50
111,9.25
112,9.88
113,10.44
114,11.94
115,12.38
116,12.38
117,12.38
118,12.00
119,11.94
120,11.94
121,10.75
122,11.00
123,10.94
124,9.94
125,10.50
126,9.75
127,9.44
128,9.31
129,9.13
130,9.13
131,9.00
132,8.69
133,9.88
134,9.88
135,10.31
136,10.88
137,10.63
138,11.50
139,12.75
140,15.13
141,15.75
142,15.69
143,13.69
144,14.25
145,14.13
146,13.88
147,14.75
148,14.38
149,15.00
150,15.88
151,15.81
152,15.50
153,13.63
154,12.88
155,12.56
156,12.81
157,13.63
158,14.75
159,14.00
160,15.25
161,16.06
162,15.50
163,17.63
164,20.19
165,18.25
166,21.00
167,22.75
168,24.50
169,22.63
170,25.25
171,25.75
172,25.25
173,28.75
174,30.00
175,27.88
176,32.00
177,30.50
178,29.63
179,27.25
180,28.00
181,30.00
182,31.00
183,33.81
184,34.25
185,29.00
186,28.31
187,36.63
188,42.31
189,49.06
190,48.77
191,45.75
192,46.25
193,44.81
194,43.50
195,35.94
196,34.81
197,38.00
198,41.19
199,44.50
200,47.94
201,48.50
202,49.19
203,49.50
204,47.50
205,41.31
206,34.75
207,29.88
208,28.48
209,33.38
210,36.75
211,28.06
212,20.31
213,23.75
214,27.69
215,19.50
216,19.63
217,20.00
218,19.88
219,16.31
220,18.00
221,18.56
222,17.19
223,17.06
224,16.13
225,13.69
226,14.56
227,13.81
228,12.88
229,12.38
230,11.44
231,14.31
232,15.30
233,17.50
234,18.14
235,17.15
236,15.50
237,14.90
238,12.50
239,13.48
240,12.80
241,11.90
242,11.20
243,12.43
244,12.60
245,14.20
246,16.00
247,17.15
248,15.05
249,16.44
250,17.00
251,17.09
252,13.55
253,13.33
254,12.91
255,13.30
256,16.99
257,16.25
258,18.00
259,17.15
260,15.69
261,16.90
262,17.02
263,17.04
264,17.09
265,17.08
266,17.20
267,18.23
268,17.20
269,18.00
270,19.15
271,19.34
272,19.29
273,19.98
274,19.90
275,20.88
276,20.92
277,21.19
278,23.75
279,22.17
280,22.88
281,22.05
282,20.50
283,20.68
284,21.22
285,21.27
286,20.00
287,20.20
288,20.90
289,19.04
290,17.40
