,Close
0,8.33
1,8.06
2,8.20
3,8.20
4,8.54
5,8.06
6,8.33
7,9.22
8,9.22
9,8.54
10,8.81
11,9.02
12,8.81
13,8.74
14,8.88
15,8.88
16,8.95
17,9.02
18,9.22
19,9.08
20,8.95
21,8.95
22,8.95
23,9.22
24,9.15
25,9.56
26,9.46
27,9.56
28,9.60
29,9.66
30,9.70
31,9.66
32,9.56
33,9.43
34,9.53
35,9.63
36,9.53
37,8.88
38,9.46
39,10.22
40,9.50
41,9.69
42,9.47
43,9.99
44,9.95
45,10.03
46,9.69
47,10.18
48,10.07
49,10.97
50,10.59
51,10.29
52,10.52
53,10.37
54,10.41
55,10.44
56,10.74
57,10.82
58,10.89
59,10.59
60,10.26
61,10.33
62,10.41
63,10.33
64,10.37
65,9.99
66,10.82
67,11.38
68,12.13
69,12.47
70,12.36
71,12.25
72,12.36
73,12.55
74,12.13
75,13.26
76,12.77
77,13.22
78,13.15
79,12.92
80,12.92
81,12.55
82,13.07
83,13.52
84,13.15
85,14.12
86,14.28
87,14.16
88,14.43
89,13.56
90,13.60
91,14.35
92,15.10
93,15.25
94,13.82
95,12.55
96,12.25
97,12.47
98,14.76
99,13.82
100,13.97
101,13.86
102,14.05
103,14.28
104,14.31
105,13.97
106,13.60
107,13.00
108,13.37
109,14.28
110,14.95
111,16.53
112,16.38
113,17.28
114,16.08
115,15.63
116,14.73
117,14.80
118,13.79
119,12.02
120,11.83
121,11.53
122,11.91
123,12.25
124,12.10
125,12.70
126,12.96
127,13.67
128,13.49
129,13.52
130,13.07
131,13.79
132,13.52
133,13.22
134,13.60
135,14.31
136,13.22
137,14.73
138,12.02
139,14.01
140,13.82
141,14.35
142,14.88
143,13.60
144,13.64
145,14.01
146,15.08
147,13.88
148,13.06
149,13.35
150,12.36
151,11.69
152,11.57
153,10.74
154,8.76
155,8.76
156,10.41
157,10.91
158,11.45
159,10.25
160,9.83
161,10.50
162,10.45
163,10.33
164,10.54
165,9.59
166,10.45
167,10.37
168,9.09
169,9.26
170,9.34
171,9.34
172,9.01
173,9.34
174,9.01
175,8.10
176,8.14
177,8.06
178,8.10
179,8.47
180,8.31
181,8.60
182,8.88
183,7.69
184,8.76
185,9.09
186,9.01
187,9.26
188,8.68
189,8.51
190,8.39
191,8.14
192,7.85
193,7.93
194,7.93
195,8.72
196,9.91
197,10.00
198,9.45
199,9.05
200,9.91
201,9.32
202,8.64
203,7.77
204,8.86
205,8.00
206,7.36
207,8.64
208,9.36
209,9.41
210,10.00
211,8.91
212,9.09
213,8.36
214,9.91
215,9.64
216,10.55
217,10.77
218,11.45
219,10.91
220,9.59
221,10.36
222,10.09
223,9.44
224,8.93
225,9.09
226,9.16
227,9.35
228,8.91
229,8.45
230,9.00
231,10.29
232,9.82
233,9.64
234,10.80
235,10.89
236,10.95
237,10.95
238,10.98
239,11.24
240,10.93
241,10.89
242,11.13
243,10.76
244,10.52
245,10.16
246,10.07
247,10.50
248,10.65
249,10.32
250,10.19
251,9.82
252,10.51
253,10.24
254,9.76
255,9.14
256,9.36
257,9.60
258,10.58
259,10.60
260,10.34
261,10.16
262,10.04
263,10.24
264,10.00
265,10.04
266,9.76
267,9.98
268,10.05
269,10.90
270,11.26
271,10.14
272,10.40
273,10.31
274,9.84
275,9.60
276,10.28
277,10.24
278,10.16
279,10.12
280,11.48
281,11.28
282,11.68
283,12.20
284,12.40
285,12.06
286,13.80
287,13.12
288,14.00
289,12.49
290,13.14
