,Close
0,17.33
1,17.33
2,17.83
3,18.00
4,18.33
5,18.00
6,17.33
7,17.33
8,17.83
9,18.00
10,17.33
11,17.50
12,18.67
13,20.50
14,20.67
15,20.67
16,20.17
17,20.00
18,20.33
19,20.17
20,20.42
21,20.67
22,20.00
23,20.00
24,19.83
25,20.00
26,20.00
27,21.17
28,21.83
29,22.50
30,23.00
31,23.50
32,24.75
33,25.50
34,24.50
35,25.42
36,25.00
37,24.92
38,25.67
39,27.17
40,27.00
41,27.00
42,26.63
43,26.46
44,28.17
45,27.44
46,28.00
47,28.00
48,28.25
49,29.75
50,28.94
51,28.50
52,28.50
53,28.00
54,28.75
55,31.75
56,32.13
57,34.00
58,36.00
59,33.88
60,35.75
61,35.50
62,31.00
63,32.00
64,31.19
65,30.00
66,32.00
67,31.38
68,30.38
69,31.75
70,31.50
71,32.06
72,31.75
73,31.63
74,31.88
75,34.25
76,34.75
77,32.00
78,31.00
79,31.25
80,31.38
81,31.38
82,31.88
83,31.88
84,29.25
85,29.75
86,31.00
87,31.25
88,31.50
89,32.00
90,31.75
91,30.56
92,29.25
93,28.69
94,27.13
95,27.25
96,27.25
97,28.50
98,28.63
99,27.81
100,25.25
101,25.44
102,27.13
103,28.00
104,27.50
105,29.94
106,29.25
107,29.50
108,29.00
109,29.88
110,29.06
111,32.50
112,32.63
113,30.94
114,28.88
115,28.50
116,27.06
117,26.88
118,26.25
119,25.50
120,26.50
121,26.13
122,26.38
123,26.75
124,25.38
125,24.36
126,24.45
127,26.38
128,26.00
129,25.88
130,25.69
131,25.92
132,25.00
133,25.06
134,25.44
135,25.50
136,27.50
137,26.63
138,27.00
139,26.91
140,27.06
141,27.38
142,27.00
143,27.13
144,26.69
145,25.38
146,25.31
147,25.25
148,25.25
149,25.00
150,25.00
151,24.13
152,24.13
153,24.25
154,23.25
155,20.81
156,22.56
157,22.38
158,22.19
159,21.00
160,20.75
161,20.50
162,19.25
163,19.50
164,19.00
165,19.50
166,19.63
167,20.38
168,19.63
169,19.63
170,18.75
171,19.00
172,18.63
173,17.19
174,17.13
175,16.88
176,21.88
177,20.19
178,19.63
179,18.44
180,17.88
181,20.00
182,19.56
183,19.94
184,18.75
185,18.94
186,19.06
187,20.38
188,20.44
189,19.75
190,20.34
191,19.70
192,20.25
193,20.63
194,19.31
195,21.38
196,21.75
197,21.69
198,21.81
199,21.56
200,22.63
201,22.38
202,22.88
203,20.75
204,21.22
205,15.50
206,14.75
207,14.63
208,14.06
209,14.44
210,14.63
211,14.06
212,13.94
213,13.50
214,13.75
215,13.44
216,13.50
217,13.94
218,15.56
219,15.88
220,15.75
221,16.50
222,16.50
223,17.38
224,18.88
225,18.06
226,19.75
227,18.25
228,18.00
229,18.88
230,16.63
231,18.55
232,18.02
233,19.00
234,20.05
235,19.17
236,20.00
237,18.05
238,18.34
239,19.76
240,19.56
241,22.05
242,21.98
243,22.96
244,22.66
245,24.00
246,24.21
247,24.00
248,22.50
249,24.27
250,24.98
251,23.42
252,22.26
253,22.45
254,23.25
255,21.95
256,22.76
257,21.55
258,20.86
259,22.74
260,22.28
261,22.96
262,26.00
263,23.70
264,23.15
265,25.94
266,26.02
267,26.44
268,26.97
269,24.08
270,25.45
271,24.90
272,26.50
273,27.65
274,26.50
275,28.00
276,27.84
277,26.95
278,27.15
279,27.75
280,28.00
281,30.04
282,30.00
283,30.25
284,31.51
285,31.20
286,29.88
287,31.29
288,31.20
289,30.08
290,29.55
