,Close
0,28.50
1,28.69
2,28.69
3,29.75
4,29.13
5,30.50
6,32.75
7,32.38
8,31.75
9,32.75
10,32.38
11,32.63
12,33.69
13,33.75
14,33.25
15,34.00
16,34.00
17,33.88
18,34.75
19,35.38
20,34.75
21,33.00
22,34.50
23,34.69
24,34.38
25,34.56
26,34.88
27,36.19
28,37.25
29,37.25
30,38.75
31,38.81
32,38.66
33,39.25
34,40.25
35,40.25
36,40.50
37,39.63
38,38.38
39,38.75
40,38.69
41,38.94
42,40.75
43,41.53
44,41.88
45,42.06
46,41.00
47,42.22
48,43.00
49,43.69
50,44.06
51,42.88
52,42.00
53,41.50
54,40.63
55,41.97
56,42.16
57,42.00
58,44.00
59,45.50
60,49.50
61,48.63
62,48.50
63,46.50
64,44.00
65,44.00
66,44.00
67,44.25
68,46.13
69,48.00
70,46.81
71,45.00
72,43.00
73,42.75
74,44.98
75,45.31
76,44.50
77,42.38
78,44.75
79,44.50
80,46.50
81,44.53
82,45.44
83,43.00
84,42.00
85,43.00
86,46.50
87,47.38
88,44.50
89,43.50
90,43.00
91,42.50
92,39.50
93,39.63
94,38.94
95,40.50
96,44.97
97,40.13
98,42.53
99,40.81
100,39.50
101,39.00
102,39.50
103,41.75
104,40.63
105,42.00
106,41.44
107,40.75
108,41.75
109,42.00
110,41.28
111,41.63
112,41.38
113,41.25
114,41.81
115,41.75
116,43.56
117,42.50
118,41.31
119,41.44
120,40.63
121,41.56
122,41.50
123,41.63
124,40.94
125,40.75
126,40.00
127,40.06
128,40.06
129,41.38
130,40.06
131,41.50
132,41.00
133,40.88
134,41.75
135,42.00
136,41.50
137,43.50
138,43.00
139,45.00
140,49.00
141,53.00
142,48.50
143,43.56
144,40.75
145,42.00
146,41.75
147,41.38
148,42.00
149,39.00
150,39.03
151,36.50
152,37.25
153,36.44
154,36.88
155,35.63
156,39.88
157,38.00
158,36.38
159,35.50
160,33.75
161,34.00
162,34.63
163,33.94
164,34.25
165,34.00
166,31.25
167,33.75
168,30.75
169,33.00
170,33.75
171,35.88
172,32.25
173,33.00
174,27.44
175,22.00
176,28.31
177,27.75
178,23.69
179,26.50
180,26.63
181,26.75
182,26.16
183,25.13
184,24.75
185,27.56
186,29.75
187,29.75
188,27.50
189,27.31
190,26.50
191,26.50
192,28.69
193,29.81
194,28.13
195,28.75
196,34.88
197,34.06
198,33.50
199,33.19
200,33.55
201,34.38
202,33.94
203,33.13
204,33.00
205,30.19
206,29.75
207,30.75
208,32.13
209,33.06
210,33.50
211,33.50
212,34.19
213,34.13
214,33.25
215,32.44
216,33.75
217,37.19
218,39.89
219,39.50
220,39.00
221,38.23
222,41.00
223,40.70
224,39.50
225,39.50
226,40.47
227,38.13
228,38.25
229,37.25
230,35.75
231,35.24
232,36.00
233,35.50
234,39.00
235,37.40
236,35.05
237,35.34
238,37.39
239,37.91
240,38.49
241,39.95
242,39.30
243,39.40
244,39.53
245,39.22
246,38.05
247,38.25
248,37.24
249,39.45
250,39.35
251,38.50
252,38.25
253,37.70
254,37.96
255,36.30
256,36.90
257,36.50
258,36.02
259,36.28
260,37.19
261,36.60
262,37.20
263,35.73
264,35.08
265,36.29
266,35.36
267,35.12
268,36.40
269,36.47
270,37.80
271,38.00
272,37.80
273,38.00
274,36.51
275,36.40
276,37.25
277,36.60
278,36.86
279,37.50
280,38.25
281,38.57
282,39.05
283,40.00
284,40.05
285,40.00
286,40.40
287,41.56
288,39.91
289,39.00
290,36.54
