,Close
0,501.26225044
1,501.26225044
2,499.66754980
3,501.26225044
4,485.31524409
5,475.74704028
6,480.00489098
7,487.97839415
8,543.79291636
9,568.78187530
10,571.42907835
11,578.35007911
12,592.70238482
13,604.91779168
14,613.95974427
15,611.29659422
16,598.01273793
17,592.70238482
18,588.97078533
19,568.78187530
20,560.80837213
21,547.50856884
22,546.45606642
23,546.45606642
24,520.94085627
25,518.27770621
26,515.61455615
27,515.61455615
28,514.56205373
29,520.94085627
30,555.48207201
31,559.73992270
32,563.45557518
33,584.72888164
34,584.72888164
35,584.72888164
36,586.32358228
37,587.37608470
38,584.72888164
39,583.66043222
40,583.66043222
41,583.66043222
42,583.66043222
43,600.67588799
44,602.27058862
45,653.82726014
46,659.13761325
47,668.70581706
48,680.41091971
49,682.00562035
50,688.38442289
51,725.58878869
52,730.89914180
53,770.76665766
54,790.97151470
55,857.42269014
56,789.37681407
57,786.71366401
58,786.71366401
59,782.99801153
60,818.60767670
61,821.27082676
62,821.27082676
63,850.50168939
64,861.13834262
65,859.01739078
66,859.01739078
67,859.01739078
68,859.01739078
69,880.27475023
70,877.08534896
71,877.08534896
72,882.39570208
73,930.23672111
74,1052.50241876
75,1153.49480994
76,1162.01051133
77,1188.57822390
78,1193.90452402
79,1376.75289877
80,1360.80589242
81,1348.04828734
82,1231.10888982
83,1233.22984166
84,1247.05589616
85,1220.47223659
86,1217.28283532
87,1217.28283532
88,1209.85153036
89,1177.95751767
90,1169.44181628
91,1140.73720486
92,1177.95751767
93,1211.97248220
94,1318.29117351
95,1339.54853296
96,1342.73793423
97,1339.54853296
98,1332.10128100
99,1350.18518619
100,1387.38955200
101,1398.02620523
102,1398.02620523
103,1342.73793423
104,1247.05589616
105,1169.44181628
106,1114.16949229
107,1186.45727205
108,1183.26787078
109,1217.28283532
110,1227.91948855
111,1225.79853671
112,1220.47223659
113,1270.45015447
114,1270.45015447
115,1257.69254939
116,1233.22984166
117,1204.52523024
118,1211.97248220
119,1209.85153036
120,1189.64667332
121,1169.44181628
122,1164.13146317
123,1199.21487713
124,1249.17684801
125,1247.05589616
126,1241.74554305
127,1310.84392154
128,1312.96487339
129,1406.52595961
130,1456.48793049
131,1480.95063822
132,1534.10201037
133,1544.73866360
134,1477.76123695
135,1398.02620523
136,1321.48057477
137,1350.18518619
138,1350.18518619
139,1321.48057477
140,1334.23817985
141,1323.60152662
142,1374.63194692
143,1369.32159381
144,1387.38955200
145,1390.57895327
146,1374.63194692
147,1423.54141538
148,1406.52595961
149,1392.69990511
150,1390.57895327
151,1385.26860015
152,1398.02620523
153,1419.28356469
154,1472.43493683
155,1451.17757738
156,1440.54092414
157,1390.57895327
158,1369.32159381
159,1411.83631272
160,1443.73032541
161,1429.92021792
162,1440.54092414
163,1534.10201037
164,1528.79165726
165,1504.32894952
166,1470.31398499
167,1471.90868562
168,1483.07159007
169,1514.96560276
170,1491.04509324
171,1427.25706786
172,1447.98817611
173,1483.07159007
174,1479.88218880
175,1551.64371735
176,1631.37874907
177,1642.54165351
178,1698.35617572
179,1714.30318207
180,1722.27668524
181,1709.51908016
182,1857.82623917
183,1878.55734742
184,1738.22369158
185,1778.09120744
186,1809.98522013
187,1794.03821379
188,1784.47000998
189,1762.14420110
190,1794.03821379
191,1706.32967889
192,1762.14420110
193,1735.03429031
194,1746.19719476
195,1758.95479983
196,1809.98522013
197,1817.95872331
198,1809.98522013
199,1750.98129666
200,1790.84881252
201,1766.92830300
202,1738.22369158
203,1690.38267255
204,1639.35225224
205,1623.40524590
206,1570.78012496
207,1623.40524590
208,1591.51123321
209,1591.51123321
210,1594.70063448
211,1499.01859641
212,1519.74970466
213,1487.85569197
214,1535.69671100
215,1570.78012496
216,1564.40132242
217,1631.37874907
218,1634.56815034
219,1639.35225224
220,1634.56815034
221,1658.48865986
222,1711.11378080
223,1687.19327128
224,1671.24626493
225,1671.24626493
226,1666.46216303
227,1666.46216303
228,1626.59464717
229,1594.70063448
230,1551.64371735
231,1543.67021418
232,1586.72713131
233,1714.30318207
234,1730.25018841
235,1730.25018841
236,1722.27668524
237,1722.27668524
238,1742.21044317
239,1750.18394634
240,1841.87923282
241,1877.75999710
242,1909.65400979
243,1865.79974234
244,1877.75999710
245,1873.77324551
246,1897.69375503
247,1905.66725820
248,2017.29630262
249,1985.40228993
250,2037.23006055
251,2128.92534703
252,2132.91209862
253,2132.91209862
254,2248.52789462
255,2388.06420013
256,2372.11719379
257,2451.85222551
258,2483.74623820
259,2451.85222551
260,2372.11719379
261,2356.17018744
262,2443.87872234
263,2376.10394537
264,2264.47490096
265,2200.68687558
266,2196.70012400
267,2152.84585655
268,2101.01808593
269,2176.76636606
270,2236.56763986
271,2324.27617475
272,2427.93171600
273,2388.06420013
274,2376.10394537
275,2340.22318110
276,2336.23642951
277,2285.20600921
278,2324.27617475
279,2439.89197075
280,2471.78598344
281,2547.53426358
282,2519.62700248
283,2519.62700248
284,2475.77273503
285,2470.19128281
286,2443.87872234
287,2491.71974137
288,2411.98470965
289,2308.32916841
290,2300.35566524
