,Close
0,24.75
1,24.75
2,25.13
3,25.38
4,25.50
5,24.50
6,24.38
7,24.00
8,24.00
9,25.13
10,25.88
11,25.00
12,24.25
13,25.88
14,27.00
15,28.25
16,29.13
17,28.75
18,29.38
19,28.75
20,29.00
21,26.50
22,27.50
23,27.63
24,27.63
25,28.38
26,29.38
27,31.25
28,30.50
29,29.88
30,29.88
31,30.38
32,31.00
33,31.31
34,31.19
35,30.94
36,31.06
37,32.63
38,32.50
39,32.13
40,30.94
41,31.75
42,31.13
43,31.31
44,32.06
45,33.25
46,35.44
47,36.31
48,35.56
49,35.63
50,33.94
51,33.44
52,33.31
53,32.44
54,33.63
55,33.31
56,32.94
57,29.69
58,28.94
59,28.25
60,30.31
61,29.69
62,28.00
63,28.75
64,29.00
65,31.88
66,32.13
67,32.81
68,31.31
69,31.69
70,33.25
71,33.63
72,35.31
73,34.50
74,33.00
75,34.31
76,32.56
77,32.06
78,31.94
79,31.69
80,31.81
81,31.00
82,30.13
83,28.94
84,25.25
85,23.19
86,24.81
87,23.56
88,22.06
89,22.00
90,19.44
91,18.50
92,17.56
93,17.50
94,16.44
95,15.56
96,13.75
97,13.31
98,12.88
99,13.00
100,14.69
101,15.50
102,18.50
103,18.38
104,20.75
105,20.63
106,20.75
107,22.38
108,21.69
109,20.44
110,21.00
111,22.88
112,24.06
113,23.88
114,22.88
115,25.00
116,25.75
117,23.75
118,21.94
119,21.13
120,20.81
121,20.50
122,21.00
123,19.44
124,18.25
125,19.06
126,18.69
127,18.88
128,22.88
129,23.44
130,24.50
131,23.00
132,22.69
133,22.88
134,23.38
135,24.06
136,25.06
137,27.13
138,27.88
139,28.75
140,29.63
141,28.56
142,28.00
143,27.63
144,27.13
145,28.25
146,27.44
147,26.06
148,26.31
149,26.06
150,24.38
151,24.75
152,24.63
153,24.06
154,23.81
155,22.88
156,24.44
157,22.63
158,23.63
159,22.38
160,21.56
161,20.69
162,21.06
163,21.50
164,22.69
165,21.06
166,21.38
167,21.25
168,18.88
169,18.81
170,18.25
171,18.75
172,18.19
173,17.63
174,14.75
175,15.88
176,16.13
177,17.25
178,18.50
179,19.44
180,18.63
181,19.13
182,19.50
183,19.00
184,19.75
185,19.56
186,19.25
187,19.38
188,18.69
189,17.25
190,17.56
191,17.50
192,18.56
193,18.94
194,18.88
195,18.25
196,18.56
197,19.31
198,19.56
199,19.13
200,19.63
201,20.00
202,19.56
203,18.69
204,18.19
205,17.75
206,17.19
207,18.06
208,19.38
209,19.38
210,18.56
211,17.50
212,17.31
213,17.50
214,18.38
215,16.06
216,16.38
217,17.94
218,17.25
219,18.63
220,19.31
221,19.53
222,20.73
223,20.27
224,20.60
225,21.29
226,21.90
227,21.10
228,19.97
229,19.43
230,19.00
231,19.43
232,21.33
233,20.67
234,20.72
235,20.30
236,23.45
237,22.86
238,22.00
239,23.70
240,24.40
241,24.20
242,23.75
243,24.31
244,22.73
245,23.55
246,22.78
247,21.60
248,21.96
249,21.69
250,21.02
251,21.26
252,22.36
253,20.81
254,16.30
255,15.80
256,18.39
257,18.18
258,18.34
259,18.18
260,17.89
261,18.13
262,18.69
263,18.83
264,18.91
265,20.61
266,21.15
267,21.78
268,22.00
269,21.82
270,23.45
271,23.01
272,24.19
273,23.80
274,24.10
275,25.38
276,26.87
277,26.89
278,27.65
279,26.91
280,28.01
281,27.08
282,26.24
283,28.23
284,27.34
285,26.30
286,28.67
287,29.04
288,28.67
289,27.41
290,26.89
