,Close
0,20.38
1,20.63
2,21.25
3,20.63
4,19.75
5,20.00
6,19.50
7,19.88
8,19.75
9,19.88
10,19.88
11,20.38
12,20.75
13,20.00
14,21.25
15,20.88
16,20.25
17,19.75
18,20.13
19,20.25
20,18.75
21,18.25
22,18.50
23,18.50
24,21.75
25,22.00
26,22.13
27,22.25
28,22.00
29,22.00
30,22.50
31,22.88
32,21.50
33,21.75
34,22.19
35,22.31
36,23.31
37,24.88
38,24.88
39,25.00
40,23.75
41,23.94
42,24.13
43,25.81
44,25.19
45,26.75
46,25.81
47,26.69
48,27.88
49,26.00
50,23.81
51,22.00
52,22.31
53,22.13
54,22.44
55,22.13
56,22.31
57,24.00
58,23.94
59,23.88
60,24.38
61,24.88
62,24.44
63,24.31
64,24.13
65,24.19
66,24.19
67,23.13
68,23.19
69,23.13
70,24.19
71,24.63
72,25.00
73,23.75
74,23.81
75,24.38
76,23.50
77,23.81
78,23.44
79,22.81
80,23.81
81,23.13
82,24.06
83,24.13
84,23.75
85,21.94
86,21.25
87,21.25
88,21.06
89,20.25
90,19.50
91,17.56
92,17.94
93,17.69
94,16.63
95,16.25
96,17.75
97,18.38
98,18.13
99,18.00
100,16.69
101,15.56
102,16.13
103,16.00
104,17.81
105,17.63
106,17.94
107,19.06
108,19.00
109,19.88
110,18.06
111,19.19
112,19.81
113,20.94
114,21.06
115,20.75
116,20.94
117,21.44
118,19.25
119,19.94
120,19.88
121,19.81
122,20.13
123,19.56
124,19.69
125,18.38
126,19.25
127,19.50
128,22.56
129,21.94
130,22.44
131,24.31
132,24.44
133,23.50
134,24.31
135,24.75
136,23.63
137,23.38
138,23.63
139,24.13
140,23.00
141,22.25
142,22.56
143,21.50
144,21.69
145,20.00
146,20.63
147,19.00
148,19.38
149,18.31
150,17.00
151,17.50
152,17.94
153,17.06
154,16.38
155,17.06
156,16.69
157,16.38
158,16.50
159,15.38
160,15.00
161,14.00
162,13.63
163,14.25
164,15.50
165,15.06
166,14.94
167,14.50
168,13.50
169,12.69
170,11.88
171,11.13
172,10.94
173,10.56
174,9.81
175,10.56
176,11.56
177,12.31
178,13.19
179,13.44
180,13.75
181,14.06
182,13.56
183,13.25
184,12.75
185,13.06
186,12.13
187,12.50
188,11.94
189,11.81
190,12.69
191,12.50
192,12.44
193,12.63
194,11.56
195,11.25
196,10.88
197,11.00
198,12.19
199,12.00
200,12.06
201,11.31
202,10.63
203,10.06
204,10.50
205,10.06
206,9.75
207,10.00
208,10.94
209,9.75
210,9.44
211,9.38
212,9.44
213,9.44
214,9.31
215,9.31
216,10.81
217,11.94
218,11.75
219,13.31
220,13.00
221,13.13
222,13.47
223,12.82
224,12.90
225,13.36
226,13.79
227,13.67
228,12.48
229,11.88
230,11.49
231,11.15
232,11.88
233,11.65
234,12.15
235,11.80
236,11.94
237,13.10
238,13.15
239,13.50
240,13.50
241,13.61
242,13.76
243,14.38
244,14.15
245,14.99
246,15.56
247,16.82
248,16.80
249,16.75
250,17.03
251,16.81
252,16.99
253,15.50
254,14.25
255,13.00
256,12.95
257,13.30
258,13.02
259,13.03
260,13.21
261,14.18
262,14.08
263,14.45
264,14.99
265,15.21
266,15.24
267,15.67
268,16.32
269,16.37
270,16.23
271,15.44
272,14.94
273,14.95
274,14.89
275,17.96
276,17.75
277,18.93
278,19.39
279,21.89
280,21.15
281,21.72
282,20.26
283,23.15
284,22.73
285,23.83
286,24.98
287,25.64
288,23.74
289,23.38
290,22.74
