,Close
0,18.94
1,19.14
2,19.52
3,20.22
4,19.84
5,19.58
6,19.58
7,19.58
8,20.03
9,20.16
10,19.97
11,19.58
12,19.58
13,19.33
14,19.33
15,18.94
16,17.92
17,18.30
18,18.82
19,18.56
20,18.46
21,17.79
22,18.69
23,19.33
24,19.26
25,19.84
26,22.16
27,22.40
28,23.28
29,24.00
30,23.60
31,24.16
32,24.32
33,24.00
34,23.64
35,25.76
36,26.16
37,26.56
38,25.96
39,27.04
40,25.12
41,25.56
42,25.52
43,25.60
44,26.40
45,25.76
46,27.26
47,28.48
48,29.36
49,28.72
50,28.96
51,25.60
52,27.28
53,26.76
54,25.60
55,23.76
56,25.20
57,22.80
58,22.45
59,24.30
60,25.70
61,24.40
62,22.10
63,20.65
64,21.70
65,23.70
66,24.30
67,25.00
68,24.90
69,24.70
70,23.65
71,24.20
72,23.60
73,22.40
74,21.80
75,22.45
76,23.60
77,22.60
78,23.25
79,23.50
80,22.70
81,22.35
82,21.00
83,19.90
84,19.30
85,20.10
86,21.20
87,22.20
88,22.20
89,20.90
90,21.87
91,22.50
92,21.80
93,20.77
94,20.00
95,20.15
96,20.00
97,22.90
98,23.90
99,23.20
100,22.05
101,22.80
102,23.95
103,27.50
104,27.20
105,26.85
106,28.00
107,29.20
108,29.00
109,30.05
110,27.45
111,27.47
112,28.15
113,30.20
114,29.05
115,25.10
116,24.50
117,24.55
118,22.40
119,21.75
120,21.40
121,21.80
122,23.10
123,23.65
124,22.80
125,23.50
126,21.30
127,21.90
128,24.90
129,26.10
130,27.20
131,27.00
132,26.40
133,24.55
134,24.65
135,24.80
136,27.20
137,26.75
138,29.60
139,28.45
140,28.80
141,28.60
142,27.85
143,26.90
144,27.40
145,26.00
146,28.10
147,25.45
148,28.00
149,27.42
150,29.65
151,29.60
152,30.30
153,27.17
154,27.40
155,27.20
156,30.55
157,32.65
158,34.35
159,35.20
160,40.35
161,41.00
162,41.40
163,43.65
164,45.55
165,40.05
166,39.10
167,43.75
168,43.40
169,39.90
170,43.60
171,41.70
172,41.10
173,45.05
174,53.00
175,58.06
176,57.56
177,55.81
178,53.94
179,50.38
180,52.00
181,52.00
182,50.19
183,46.50
184,50.25
185,45.56
186,48.81
187,53.63
188,51.44
189,53.63
190,50.50
191,46.94
192,51.13
193,49.75
194,51.13
195,46.13
196,46.94
197,48.81
198,50.63
199,50.06
200,53.44
201,54.50
202,53.69
203,52.44
204,55.13
205,51.38
206,51.25
207,51.88
208,53.19
209,51.81
210,50.56
211,43.44
212,43.31
213,41.88
214,44.06
215,35.63
216,38.94
217,40.00
218,39.81
219,43.44
220,44.25
221,43.44
222,40.31
223,40.81
224,40.19
225,36.31
226,39.81
227,35.94
228,34.56
229,36.19
230,34.00
231,37.29
232,41.38
233,39.53
234,40.76
235,38.85
236,38.12
237,39.03
238,35.75
239,36.78
240,33.85
241,32.82
242,32.74
243,34.97
244,33.88
245,34.63
246,34.04
247,35.10
248,33.12
249,32.91
250,32.61
251,32.26
252,31.46
253,30.41
254,28.86
255,28.08
256,30.17
257,30.56
258,30.44
259,30.70
260,28.93
261,29.60
262,29.70
263,28.74
264,28.97
265,31.25
266,31.31
267,30.79
268,30.63
269,31.25
270,33.27
271,31.16
272,30.25
273,30.22
274,28.05
275,29.52
276,29.12
277,29.18
278,34.20
279,34.23
280,35.86
281,34.88
282,33.87
283,33.78
284,34.58
285,33.15
286,34.10
287,35.52
288,38.85
289,37.42
290,37.79
