,Close
0,6.81
1,7.35
2,7.39
3,7.56
4,7.03
5,7.56
6,7.11
7,7.22
8,7.07
9,7.36
10,7.82
11,8.19
12,7.33
13,7.00
14,7.18
15,7.21
16,6.46
17,6.32
18,5.65
19,5.56
20,5.82
21,5.28
22,6.01
23,5.28
24,5.40
25,5.75
26,6.53
27,6.89
28,7.31
29,7.67
30,7.12
31,7.08
32,7.44
33,7.64
34,7.84
35,8.48
36,8.81
37,8.93
38,8.83
39,8.93
40,8.35
41,8.71
42,8.57
43,8.65
44,8.06
45,8.25
46,8.29
47,8.09
48,8.98
49,9.24
50,9.33
51,8.94
52,9.49
53,8.50
54,9.24
55,9.45
56,9.66
57,9.49
58,9.03
59,8.59
60,9.29
61,9.25
62,9.50
63,9.90
64,10.31
65,10.76
66,10.81
67,10.92
68,11.13
69,10.88
70,10.44
71,10.59
72,11.59
73,11.55
74,11.38
75,11.78
76,12.27
77,12.00
78,12.67
79,12.67
80,13.10
81,12.97
82,12.44
83,13.19
84,13.45
85,14.64
86,15.76
87,15.71
88,15.93
89,16.42
90,15.67
91,16.13
92,16.43
93,16.88
94,17.27
95,15.27
96,15.14
97,16.16
98,16.56
99,15.45
100,10.97
101,13.03
102,14.41
103,15.72
104,16.39
105,16.52
106,18.22
107,19.27
108,19.56
109,20.19
110,20.67
111,24.13
112,23.17
113,24.94
114,23.97
115,26.53
116,25.86
117,27.78
118,24.64
119,23.78
120,24.98
121,23.78
122,26.09
123,26.52
124,26.11
125,27.39
126,29.69
127,27.69
128,26.98
129,27.94
130,27.74
131,29.69
132,29.14
133,27.28
134,27.53
135,28.44
136,29.06
137,30.94
138,32.22
139,33.13
140,32.66
141,31.53
142,31.66
143,30.25
144,31.47
145,31.66
146,34.31
147,34.47
148,34.47
149,35.25
150,36.13
151,33.41
152,35.96
153,35.16
154,34.97
155,34.59
156,35.75
157,39.75
158,42.38
159,46.22
160,45.72
161,49.97
162,47.94
163,51.25
164,53.06
165,50.84
166,51.91
167,56.16
168,53.59
169,56.94
170,64.41
171,63.59
172,69.31
173,65.84
174,66.19
175,64.31
176,72.19
177,76.06
178,72.13
179,65.00
180,66.13
181,66.75
182,66.06
183,58.50
184,58.00
185,55.13
186,56.94
187,62.88
188,65.19
189,67.44
190,63.56
191,61.88
192,63.88
193,66.81
194,68.56
195,60.94
196,67.81
197,63.06
198,67.19
199,66.56
200,64.25
201,61.31
202,63.13
203,57.31
204,58.56
205,51.19
206,52.25
207,50.63
208,52.13
209,52.13
210,53.56
211,50.56
212,51.69
213,51.44
214,51.13
215,36.50
216,40.75
217,41.31
218,36.25
219,39.00
220,42.56
221,37.44
222,31.06
223,29.38
224,25.13
225,23.69
226,24.00
227,20.25
228,19.31
229,15.75
230,13.69
231,17.40
232,17.93
233,15.73
234,20.00
235,19.13
236,20.00
237,22.36
238,19.00
239,20.76
240,19.02
241,16.40
242,17.93
243,19.19
244,16.70
245,17.15
246,18.70
247,20.30
248,17.98
249,17.00
250,16.48
251,17.08
252,14.88
253,14.47
254,13.49
255,12.23
256,13.95
257,15.15
258,15.60
259,17.23
260,16.92
261,18.93
262,19.89
263,19.15
264,18.88
265,21.54
266,20.50
267,19.35
268,18.24
269,19.23
270,20.85
271,18.94
272,18.93
273,19.34
274,18.61
275,17.52
276,16.69
277,14.24
278,16.77
279,16.36
280,16.02
281,16.34
282,16.60
283,15.55
284,15.97
285,14.43
286,13.70
287,16.27
288,16.56
289,16.56
290,15.65
