,Close
0,23.37
1,23.50
2,23.75
3,23.22
4,22.63
5,22.56
6,22.75
7,22.97
8,23.06
9,22.91
10,23.16
11,24.03
12,23.47
13,24.63
14,26.56
15,26.22
16,25.69
17,26.66
18,27.50
19,26.94
20,26.87
21,25.91
22,25.47
23,26.78
24,27.00
25,27.75
26,27.50
27,28.75
28,29.06
29,30.44
30,30.37
31,32.56
32,32.37
33,32.41
34,32.97
35,33.31
36,36.28
37,37.59
38,37.94
39,36.94
40,34.78
41,33.87
42,32.06
43,33.12
44,31.66
45,34.19
46,33.84
47,34.69
48,36.84
49,35.91
50,37.12
51,34.62
52,32.81
53,31.12
54,31.84
55,32.81
56,35.37
57,35.19
58,34.06
59,34.00
60,36.75
61,35.81
62,34.72
63,35.00
64,35.75
65,38.09
66,40.16
67,39.66
68,39.44
69,39.66
70,43.91
71,42.97
72,42.87
73,43.87
74,42.31
75,41.59
76,44.75
77,43.84
78,44.00
79,44.00
80,44.50
81,43.56
82,43.50
83,44.16
84,44.84
85,44.87
86,44.31
87,46.47
88,48.09
89,47.50
90,48.16
91,44.87
92,43.75
93,42.37
94,42.81
95,36.50
96,35.44
97,36.25
98,35.47
99,34.37
100,37.50
101,38.37
102,42.47
103,42.84
104,44.69
105,45.19
106,46.37
107,43.09
108,42.09
109,41.84
110,42.37
111,46.75
112,46.31
113,45.25
114,39.19
115,39.31
116,38.12
117,41.22
118,42.31
119,43.00
120,43.03
121,43.37
122,46.25
123,44.59
124,45.00
125,46.00
126,46.75
127,46.66
128,50.19
129,49.56
130,49.47
131,48.31
132,48.16
133,49.03
134,51.06
135,51.47
136,49.75
137,49.97
138,49.25
139,47.31
140,50.25
141,50.44
142,49.06
143,48.06
144,49.56
145,49.13
146,54.75
147,53.44
148,58.38
149,52.38
150,50.00
151,46.06
152,52.94
153,50.75
154,54.00
155,57.06
156,57.75
157,58.25
158,57.38
159,55.63
160,55.50
161,58.44
162,59.56
163,62.50
164,62.00
165,58.56
166,64.38
167,61.50
168,60.19
169,61.31
170,58.19
171,55.38
172,51.38
173,53.00
174,44.00
175,51.81
176,50.56
177,56.44
178,58.44
179,62.00
180,55.69
181,57.69
182,55.50
183,58.19
184,58.56
185,56.63
186,52.63
187,57.00
188,57.13
189,57.00
190,56.56
191,59.31
192,53.00
193,54.56
194,55.56
195,56.56
196,52.94
197,53.88
198,53.06
199,51.38
200,54.63
201,56.19
202,43.06
203,44.50
204,46.93
205,50.16
206,51.17
207,55.55
208,56.90
209,58.69
210,59.62
211,59.20
212,59.58
213,56.48
214,58.15
215,59.31
216,64.56
217,60.11
218,59.16
219,56.55
220,58.10
221,60.08
222,59.35
223,56.40
224,59.15
225,59.05
226,58.18
227,55.47
228,51.35
229,55.41
230,54.05
231,51.26
232,51.75
233,53.38
234,56.00
235,57.39
236,58.52
237,56.78
238,57.53
239,58.45
240,57.90
241,59.20
242,60.60
243,60.25
244,55.25
245,55.28
246,54.39
247,52.95
248,52.99
249,54.38
250,56.20
251,54.50
252,55.73
253,57.26
254,56.95
255,56.70
256,56.75
257,57.99
258,56.77
259,58.49
260,57.52
261,58.65
262,57.73
263,58.58
264,57.95
265,57.94
266,56.96
267,58.40
268,58.05
269,57.62
270,56.25
271,56.80
272,56.30
273,56.10
274,55.37
275,55.09
276,56.19
277,56.40
278,55.90
279,54.70
280,56.81
281,57.31
282,56.48
283,58.41
284,57.75
285,55.32
286,53.55
287,55.39
288,55.51
289,54.08
290,51.75
